,Verification Status,review,Sentiment_Score,Sentiment_Label
778,Not Verified,"London to Johannesburg. British Airways is one of the few commercial carriers in the world that charges an exorbitant amount in fees when booking travel. But in addition, if you want to ensure you and your spouse will sit together on the flight, you need to pay a high price to secure seat assignments. With that said in 2018, my wife and I made reservations on BA to fly to Johannesburg from London for an African adventure this October, specifically 10/31. Yes, that's the day called for Brexit. Only we made our reservations before those dates were set. Considering BA pilots have called for three pilot strikes on September 2019, coupled with Brexit, we decided to change our flight plan because we did not want to risk missing our connection. The good news is close to $800 in fees for our two Business Class tickets was refunded when I changed our flights to another carrier through American Airlines Advantage. The bad news is the $220.00 we had to pay to reserve our seats was not refunded. I called BA to request a refund and the agent and a supervisor told me their policy is to not refund seat reservation expenses. I was just not feeling the love here! So I am writing this missive to warn anyone traveling abroad to not fly British Airways. All of the other outstanding carriers don't charge nearly the high fees and most don't charge for reserving your seats in advance. Instead of BA, we changed our booking to 10/30 on Etihad Airways through Abu Dhabi. Their customer service was outstanding. The fees were lower and yes, no charge to have the peace of mind that my wife and I can travel next to each other. I am entering travel in September 2019, because there was no other option for future travel. This request for a refund comes two months in advance of our planned flight. This is an airline policy review and lets the buyer beware.",0.9469,Positive
780,Not Verified,"I had a stress free journey with my 8 yr old autistic son and 6 yr old girl from Chennai to London by British airways. The Chennai Ground Service Manager recogonised my sunflower lanyard and came forward to help me throughout the services right from pushing my trolley, screening the luggage, checking through the security without much stress and finally boarding the aircraft as the second person. I am stunned by the service and am so glad to know that they recognise and respect and help us for the hidden disability and for making our journey really really smooth. Thank you so much. Inside the aircraft the crew members did come forward and asked if I need any help, and another member did congratulate me for wearing the lanyard as the first person for him to see me with lanyard. I did even use the disabled way to clear my immigration at Heathrow airport. Over all i am happy to say that my trip with my kids has been really smooth with BA and Heathrow airport. #happyautism# Thank you",0.9824,Positive
785,Not Verified,"I have often flown British Airways and have considered them a good airline. However, their customer service has fallen to such a level that I must say it is terrible. If you have no problems this is a good airline. If you have any problems you will not be able to get any help. I recently flew to London from Chicago. They erroneously cancelled my seats although I had checked in over 5 hours before he flight. They then downgraded my seat and put me on the plane. They then lost my luggage for 15 days. These things happen but customer service was impossible to use. When you call, you almost always get a message that says they are busy and the phone automatically hangs up. If you send in a request for help via the website you will get only a robo generated message that they will get back to you. They do not. You can't find out the status of your inquiry and only get a looping set of computer messages. Do not take this airline if customer service may be important to you.",0.3071,Positive
786,Not Verified,"Good morning. I would like to write a review for British Airways. It took me a while to write this review as I it took me a while to get over what happened to me. But I feel that the way British Airways behaved needs a review for their valiant efforts. Last year I went with my 9 year old son and my 80 year old friend to New Orleans from London on the holiday of a life time. I was pregnant at the time. The baby died while I was on holiday there and I was in a turmoil of emotions. Regardless I tried to make the holiday a positive experience for my son and friend and carried on, all the while just wanting to go home as treatment needed to take place in England. Somehow I missed the flight back. I have no excuse for this. When I realised I was in a complete state. I had a break down. I rang BA and sobbed down the phone. They were beyond amazing! They arranged a flight back home the same day without any extra cost. We all sat together and we were able to fly home that day and I was in hospital the day afterwards. Customer service was outstanding. So compassionate and helpful. And again they did not ask for a penny for our return flights. I am beyond grateful for their help. I will only ever fly BA on long haul if possible.",0.9912,Positive
790,Not Verified,"Inflight crew were very helpful, polite and caring. Though you can not call the in flight service as luxurious compared to some airlines, it was quite pleasant. The food and drink selection was pretty basic. However the ground staff especially at the check in counter in DXB and lost & found at London heathrow were rude and very unhelpful. I forgot to collect my suit which I had handed to crew member at the time of boarding. Upon approaching the BA counter, the personnel were not willing to help or register a lost and found complain.  Neither any empathy nor any willingness to help.",-0.0885,Negative
795,Not Verified,Gatwick to Orlando. Excellent customer service. On arriving at Gatwick airport and checking in I learn that my interpretation of the USA esta rules was wrong and that I would have to apply for a new esta valid for the duration of my trip. This took longer than it should have and BA kept check in open for my party and a member of their check in staff came and found Me in the terminal and got our bags checked in and our boarding passes and got us rushed down to our waiting aircraft. The aircraft was clean and despite my best efforts we left on time. During the flight drinks were served and two food services. Towards the end of the flight I developed a bad nose bleed the stewardess that attended me was very kind and caring. So despite my best attempts to be a bad passenger BA really came through for me. The return journey went without a hitch and BA's check in at Orlando was quick and easy.,0.3228,Positive
803,Not Verified,Heathrow to Glasgow. Again flight is delayed. It’s easier to use the train than fly with BA the staff don’t even get embarrassed anymore and stand smiling offering apologies to the tired and weary customers. Trouble is there is no other operators and it a case of take it or leave it. Very tired and disappointed to be paying my hard earned salary for this terrible service.,-0.9516,Negative
805,Not Verified,British Airways flight to Brussels from Heathrow. Check in problems and a hugely delayed flight. Pay premium prices for a below average service. They need to invest in their IT systems and greatly up their game.,-0.6764,Negative
809,Not Verified,"London to Faro. We booked our tickets (family of 7) two months before the flight with British Airways so we could enjoy the quality and the service (so we thought). Inbound flight seats has been booked and paid (quite high amount for 7 seats) for the row 2 and 3. Outbound flight row 6 and 7. Two weeks before the flight without any warnings and email from British Airways we've found out that our seats has been moved to ""unlucky"" 13 inbound and to a 8 outbound. They've split all family quite far away apart from each other as well. Customer Service has hang up on us for the first time, and second phone call has promised to call back but never did. Will I ever over pay (£2000 difference) so I can have ""Good customer Service with British Airways ever again? - the answer is no . I am extremely upset (that our seats has been given away to someone else for no reason), disappointed and you can no longer rely on British Airways.",-0.8302,Negative
811,Not Verified,"London Heathrow to Sofia. We checked in online, so we went straight to baggage drop. It was quick and worked well, our bag was 25 kg, maximum is 23 kg, so we had to take 2 kg out. After that, we went to buy a neck cushion and we went to put our make up in bags, show our passport and then go through to security. My daughter was beeped, but it wasn't a big deal. It was fast, and our flight was departing in 1h 30m. We got some drinks, and then we noticed our gate was announced early. We headed to the gate and boarding began about 20m later. Boarding was fast, and we were sitting in seats 33 DEF. The seats were comfortable, leather and had headrests. A321 so there was no IFE. We had a 1 hour delay from the bad airspace, but eventually took off. Our route was a little different, instead of going over France, Switzerland, etc, we went over Germany, Hungary, etc. The food was good and wasn't too expensive. We didn't buy anything really, just food. While coming into Bulgaria, the views were nice. The landing was pretty good, despite the bump. Eventually we got off 1 hour late, and we went home. The verdict is that British Airways are pretty good, despite the delay.",0.962,Positive
813,Not Verified,Buenos Aires to London Heathrow. My wife and I flew back from Argentina on my birthday and the trip was made memorable by an air hostess (Amelia) who gave great service to everyone with her friendly professional manner. On finding out it was my birthday she came back with a complimentary drink and personal birthday card. The trip itself left on time and arrived in London early. The aircraft was quite old but we found the seats relatively comfortable. The entertainment is below standard especially the size of the screen .,0.9294,Positive
836,Not Verified,"London to Olbia. Complete confusion. The plane was delayed getting to Sardinia, and so we waited: but following check-in at Sardinia we were penned into long lines, no seats, extreme heat and no water in the queues. The airport staff in Sardinia appeared to be overwhelmed. Finally got onto the plane and we’re now delayed on the tarmac. We are due to depart more than 3 hours after our scheduled departure time, but so far still stuck on the tarmac with few updates. No water provided. I felt unwell but was told they had no glasses, so nothing to drink. Numerous small children with no hydration and high temperatures. After a second time of asking, I was told I could buy a drink once we took off, but they have no idea when that would be. They need to abandon the flight at this stage before more people become unwell. Cabin crew just standing there, doing nothing but looking perplexed",-0.9726,Negative
856,Not Verified,"London to Vancouver. Economy was a lot more cramped than I expected. BA had crammed seats in. Crew were okay. Food reasonable really although I had upgraded my food which came before everyone else had theirs which was a shame. Flew back premium class, more room. I probably won’t use them in November when I go back. Timing was good and air quality felt ok as I didn’t get a headache.",0.4404,Positive
857,Not Verified,"Newcastle to Delhi via London. At check-in , I was charged for carrying 2.8 kilos extra, which is of no problem. I paid a total of £65 for 2.8 kilos. On my flight from London to Delhi, during boarding I asked for water to which the attendant told she would get but she was busy as customers were boarding the flight. I then  asked for a bottle of water  which she seemed to forget.  2 hours into the  journey, my in-flight entertainment system got stuck on the TV and Radio feature. When the dinner was served, Ithe meal consisted of chicken gravy and mash, along with bread butter and a mousse. Delays caused by British Airways resulted in the flight reaching Delhi late and me missing my connecting flight. But as I landed at Delhi and picked my baggage from the belt, a British Airways staff was ready with another ticket from Delhi to Mumbai without me even asking.",-0.09,Negative
859,Not Verified,"London to Sydney via Singapore. Checked in with a bag which was 23.4kg. My allowance was 23kg. I was made to repackage the bag and take two pairs of shoes out and place them in my hand luggage, really? I found the food on both legs of the flight horrible.",-0.0772,Negative
872,Not Verified,"London to Seattle. My husband and I have used this service for a number of years as our son lives in America. We have always been very satisfied with the service. Unfortunately I was taken ill on this flight and the service went from good to superb! I’d like to thank the cabin crew and Captain for the care I received during the last two hours of the flight. Advice was sought via radio, I was made comfortable in the galley, at least one crew member with me at all times, given oxygen etc. paramedic boarded the plane and escorted me off when I was then given a thorough medical check, a wheel chair was waiting and we were fast tracked through customs as I was not well enough to walk to the car park. We met the crew at the lift and the captain came to ask how I was. Many thanks to all of the and apologies to passengers that I must have disturbed.",0.9475,Positive
904,Not Verified,Miami to London Heathrow with British Airways. Top deck of 747 with one experienced and one new crew members. Perfect welcome and appreciated the method of selecting what and when to have for breakfast. Had a starter and then settled down and slept better than expected. On-time arrival and AA Arrivals lounge was quiet with good showers.,0.9485,Positive
909,Not Verified,"Madrid to London. We paid for business class and then paid for specific seats. The original booking was from Iberia (part of IAG which operates BA, Iberia and Air lingus) BA clearly do not integrate into Iberia's systems since after paying for and closing our seats, upon checking in we found our seats had been changed by BA (these flights were operated by Iberia and BA, BA being the return leg from Madrid to London Heathrow). BA explained that they would have to check if we were due a refund - total joke since we paid for the seats. Additionally the BA said the flight was full and could not change the seats. No explanation as to why we paid for specific seats in business and they were changed by BA without notice. We'll accept the refund on this occasion since there is nothing else we can do and never use BA or Iberia again which is a shame since Iberia CS has always reflected all and IAG / BA has let the customer down, again. Just simply poor BA  and low bar as always, expected more for full fare business class. Rated 1/10 since as we were let down and did not receive an explanation and were initially told that we would not get a refund on the paid for allocated seats!",-0.6981,Negative
916,Not Verified,Larnaca to London. This A320 is totally unsuitable for a flight of this length. The seat pitch and width are the same for economy and club. Having paid €1000 for my flight it's disgraceful on flight where you are sitting for more than 5 hours in an expensive Club Europe seat the personal space is so tight. If the person in front reclined their seat it's a nightmare. The seat in the middle is blocked but getting out if the seats in front are reclined is hazardous.  You pay for a Club ticket for space and comfort and get nothing.,0.2732,Positive
948,Not Verified,"Flew out of Heathrow on 22nd Feb to New York, 20 mins into our flight and we noticed our Tv's weren't working (4 travellers) but I have to say the cabin crew managed to reset them and they we were working within the hour. The reason for reviewing this is how wonderful the crew were. The crew on this flight were amazing, nothing was too much trouble. Thank you to all involved on that flight.",0.899,Positive
963,Not Verified,"London to Tampa. BA broke my suitcase and I did not make a fuss, I just got a new one. The new one was too large for the overhead bin on the return flight (the only suitcase I could purchase while abroad). So on top of the new suitcase, I had to actually pay BA to check the new bag. Cost me over $100 for their mistake. They also shovel off customer service to some company abroad. You will get an email a month later saying ""I'd like to know you that we are unable to offer refund"". Make a big fuss at the airport if they break your stuff so that you can avoid this black hole they call customer service.",-0.4976,Negative
980,Not Verified,"I've always favoured British Airways and will always try and choose to fly with them, which is mostly decided by flight times for my business travel. I have always found it better value over the cheaper airlines via their additonal benefits like early check-in and on-flight catering, for economy. However BA have stripped both the above perks. I now struggle to see the value, and put their offering almost beside that of the likes of Easyjet, yet you pay almost double. Then today I flew back from Denmark with SAS, and it was amazing and made BA look cheap. Not only do you get a good meal on board, you get free drink, can charge your electronics and get wifi (for only 2.9 Euros!). Outstanding.",0.9817,Positive
1015,Not Verified,"Gatwick to Tenerife. This aircraft either needs a refit or needs retiring! G-MEDK is by far the most uncomfortable plane I have ever been on. I paid extra for an extra leg room seat - 12A because I always feel happier without my knees under my chin for a four hour flight. I reckon it was no more than half an hour into my flight that the total lack of padding on the seat turned this flight into an ordeal. It was like sitting on concrete! I would imagine that when this aircraft was new (2005 I believe) the leather seating was quite yielding and comfortable but now with thirteen years of backsides compressing the padding, it was dreadful. I took the precaution of changing my seat for the return and sneaking on a seat pad purchased in Lanzarote which, coupled with there being no passengers next to me, made the flight in 11F a little more bearable. Staff were fine on the outward leg but a little tired by the time I returned at night ten days later. I normally travel Easyjet on this route but on this occasion, I used some Avios to make the flight less expensive. Easyjet offer two trolley runs but only 1 on these BA flights. With their diminishing attitude to customer welfare, I will not use BA on any lengthy flights as the service and comfort offered by Easyjet is, in my experience, far superior.",0.4135,Positive
1038,Not Verified,"Nassau to London. Premium Economy on BA is a joke. Highlighted by my Friday morning 7am breakfast. A glass of water and a breakfast box containing a cold, sealed in plastic, Croissant and an equally sealed Banana Bread/Cake. No hot food/drink; awful. That after a night battling with intermittent service on the seat back screen,  a screen no larger than in Economy. The only benefit for the money was early off the plane with luggage prioritised to the collection area. The extra leg room was about OK but the seat was simply uncomfortable for a 6/2 225lb male - yes large but not obese. BA Premium Economy - forget it. Other airlines do this better.",0.4903,Positive
1076,Not Verified,"London Heathrow to Milan Malpensa. Worst airline I’ve ever dealt with. I fly 100+ times a year. British Airways lost my and my wife’s luggage on our vacation. They have been unbelievably rude and unhelpful in resolving this issue. They have ruined our vacation and refuse to help us. Please, never book this airline.",-0.8122,Negative
1077,Not Verified,"Calgary to Rome via London. My wife and I booked our 10th anniversary trip from Calgary to Rome return, with British Airways, Sept 17-27. This was my first trip in Europe, and we spent almost $8500 CAD on first class tickets. The flight Calgary to London (stopover) was ok. I got a bottle of water, and then nobody came to the pod I was in for the next 8 hours. One would have expected more from first class, maybe another bottle of water? They asked me to fill out what I would like for breakfast on a card. I filled it out but no breakfast or even coffee came. The vacation itself was great. On the day of the return flight, our Trenitalia train broke down in Naples, and we were 80 mins late. My wife tried dozens of times to phone British Airways but none of their phone numbers posted on the website were working; most of the calls were just dropped and some were out of service. We tried the numbers from our tickets, their website, their help desk, Facebook page, Google etc. We tried at least 5 different phone numbers a half dozen times each over the 90 mins, and could not get through. My wife managed to check herself in online, but could not check me in. There was a glitch on the computer saying they needed my passport to check in, once my wife pressed my name, the passport information was already on the form and said form is complete. It was a computer glitch we couldn't get around.  Ultimately we arrived at the Rome airport 5 mins too late for me to check in. My wife was ok and could go through but I could not. We asked the 3 ladies at the British Airways desk for help, and they shrugged and said they couldn't help us. Apparently, they said it would have been different if we called before, and we showed them her phone (see the attached photos) with all the calls we made. They then told us it was a ticket kiosk only and they couldn't reschedule us. They gave us another number to call My wife at this point was near tears. I am visually impaired and had eye surgery just 2 weeks prior, so I was not allowed to carry over 5 lbs. She was managing all the luggage, the ticketing etc and after 10 hours of delays she was very stressed. The attitude of these ladies certainly did not help in any way. The new secret customer service phone number we were given did work, and my wife was on the phone with Customer Service for over an hour. After reviewing the details with several teams of specialists, we were told basically that they didn't believe us that we tried to call, they were not interested in us sending screenshots of us trying to call. Nothing could be done for us, and they could only rebook us for $8800. No apologies whatsoever were given, nor the slightest help or accommodation for us being stranded in Rome. We eventually made it home on different airlines but I have lost all respect and trust for British Airways. Like any corporation they are only interested in taking your money while making minimal effort to customer support.",0.9799,Positive
1081,Not Verified,"Dublin to London. I was trying to add additional bag online but system was keep saying that my email address is not correct, but I was giving completely correct email address. When I checked in my flight then additional bag option was completely gone and system asked me to add additional bag from airport charging me €70 as compare to €35 online price. Afterwards I phoned customer care to discuss the issue, customer care agent has dropped my call three times. On fourth time I was talking one of the customer care agent. He was not helpful at all, then I asked him to connect me with his supervisor or manager, they put me on hold for about 55 mins and said manager is busy. This is completely unprofessional and was showing no empathy. British Airways is trying to rob me by compelling me to pay double price at airport for extra baggage. British Airways was always my first priority. Unfortunately, I won’t be flying again with British Airways due to this awkward behavior.",-0.47,Negative
1092,Not Verified,"London Heathrow to Dubai. This was the first time I had flown in first class  on BA. I had read many reviews before travelling and they were somewhat mixed. BA's first class cabin is not even close to the best in the skies but then again it isn't the same price and reward tickets are readily available if you are a little bit flexible on dates. We were on a 777 which is probably one of the oldest in the BA fleet. The cabin was clean but a little bit tired in places but the seat was very comfortable and spacious. The sleep suit and amenity kit were great with lots of little touches to make you more comfy. It is nice they offer a male and female kit, my wife was delighted with the contents. The Champagne that BA offer in first is superb. I enjoyed a couple of glasses in the lounge and some on board and it is probably the best champagne I have tasted. Choice of other wines is good too and a particular treat is the Johnnie Walker Blue Label if you are a whiskey drinker. Food was very tasty and well presented. I had a seared prawn amuse bouche followed by poached baby pear with blue cheese and walnut brittle then Lamb Machboos as a main course and finally chocolate mille feuille. We were offered ice creams a hour or two later and then afternoon tea a couple of hours before landing. I cant really fault any of it. It was the best airline food i have ever eaten and better than a number of restaurant meals too. IFE was decent although the screen has to folded away so no entertainment during take off or landing,. I believe this has been rectified in later versions of this seat fitted to the 787. I do wish they had a full series of a show rather than just some random episodes but there was plenty of choice. The thing that really made this flight special were the cabin crew. From the moment we stepped on board until we deplaned they were fabulous. Attentive with out being over-bearing. Witty and charming but still professional and always available to attend to your every need. They were superb. Wifi was available but the page to connect didn't load up when i tried it. I dint really pursue it to be honest as i was happy to enjoy the other pleasures first had to offer. This was a great flight and i would wholly recommend that you try out first. Whether i would choose it over Club World would be on flight by flight basis. You have to do it once though!",0.9992,Positive
1098,Not Verified,"Glasgow to Miami via London. Glasgow to Heathrow was painless as was transfer to t3. Heathrow to Miami on aging 747. Flight delayed by an hour due to temperatures on board being unsafe to board. Kept informed by gate team about progress.  TV screen tiny and poor choices of entertainment. Plane was looking it's age and a bit run down around the edges. Premium economy offering in cabin and seat comfort far superior on A380. What made this journey very good was the young lady looking after the premium economy cabin. Polite, efficient, welcoming and nothing was any bother for her. Service with a smile from start to finish . People in here quick to criticise poor service so big shout out to this crew member for doing a great job. Also meals and drink selection very good. Although leaving an hour late we arrived in time so overall job well done BA and looking forward to return journey.",0.9747,Positive
1107,Not Verified,London Heathrow to Düsseldorf. Really good crew on both legs of the journey. Got to board first and let crew know about the fact I was flying solo with slight autism and they kept me safe the entire flight which was a bonus. Loved the fact that they asked if I was OK on board too.,0.9471,Positive
1175,Not Verified,"Los Angeles to London. I booked with AA, LAX to LHR round trip very far in advance. BA is AA partner. Paid for the BA seat selection early to get good seats. BA canceled the flights (coming and going), BA did not inform AA or me that the flights were canceled. All of my text and phone number was entered with BA with my passport number. They should have contacted me. I found out a couple days before my flight because I happened to call to do a meal request. It turns out that BA shifted to smaller planes and I actually spent six hours, over two days trying to get flights on the days I needed to catch up with a tour. All they said is we can't help you. I kept calling and calling and got seats on the days I needed but they were the worst seats on the plane and because they were smaller planed, Premium Economy was awful. Food was terrible. We had pre paid $276 to choose seats. There were no good seats left. We ended up on a night flight right next to the toilets. Which meant the smell, people are bumping into you, the lights going off and toilets flushing for 9 hours. Same seats coming home. I would have been better off flying in coach. I have spent a month trying to get refund for the paid seat selection. I tried to get this before my return flight started because I was still calling and calling to get seats away from the toilets on our return flight and to get our refunds.They wouldn't refund. After returning, I made five phone calls and spent 30 mins filling out a detailed request online. Called again today, was disconnected twice and told there is nothing I could do. It is possible I may get a response in a month regarding my email request. Don't ever fly with them! They used to be the finest airline in the skies but now their system is broken and there is no such thing as customer service. If you have a problem, you will be up a famous creek without a paddle. They have an endless loop of calling, waiting on line, their agent's can't or won't do anything but sell seats. I spoke to many many supervisors, no results. There is no one to solve problems. They pass the buck, have you fill out forms online and no one responds.",-0.9831,Negative
1176,Not Verified,"The overall flight wasn't too bad. Seats and everything was comfy enough, although my girlfriends television didn't work for either the outbound or inbound flight, and little effort was made for a resolution. I understand that it isn't the flight attendants fault,  but it would have been nice if a little more effort than 'there's nothing we can do' was given to the issue! On the flight from Gatwick to Tampa we were stuck on the aircaft for approximately 30-40 minutes as the bridge 'wasn't where it should be' which once again wasn't the worst problem In the world but after a long flight isn't particularly what you wanted! It wasn't the best experience.",0.6843,Positive
1180,Not Verified,"First time flying with British Airways in economy on a Transatlantic flight from London to Chicago. I was impressed by the hard work of the professional and friendly Flight Attendants. They walked up and down the plane helping people with various issues and offering good tasty meals, snacks and drinks of all kinds. I will definitely fly British overseas again given a chance. The economy seats on this old but well kept Boeing 747-400 were very comfortable and I am a 5'9"" x 240lbs and still did not feel cramped. I would encourage all my friends to fly British if they want to have a very comfortable flight from the US to Europe. Thank You British Airways, very good service indeed.",0.9894,Positive
1385,Not Verified,Madrid to London Heathrow on a busy Monday evening in November was an entirely mixed affair. Boarding was from the satellite terminal which was efficient and well managed. Boarding was rather slow as too many people were allowed to bring aboard large amounts of luggage. This resulted in some bags being removed and placed into the hold. Some passengers were poorly behaved and argued with the staff. Every single seat was occupied. This was quite hard on the staff. A trendy safety instruction took place with a video of certain UK based TV personalities. This was in English only. The inflight service was very poor. I ordered a sandwich and a drink and had my receipt chucked at me. Disembarkation was slow again due to the large amount of luggage. I regard this as a health and safety matter. British Airways is not what it was and on this route there are alternatives offering better service.,0.7972,Positive
1386,Not Verified,Flew British Airways from Bologna to London Heathrow. We arrived at Bologna Airport to be told at the bag check in that the plane had been overbooked and that we would have to wait until boarding closed before we would know if there was a seat for us. We were both amazed and surprised since we had booked this return flight several weeks earlier and had arrived at the airport in good time. The member of staff dealing with us was particularly brusque and unhelpful and the only information that we were given was a typed sheet setting out the fact that if we did not travel we would be able to claim compensation. For us this was not acceptable since we had to be in the Lake District the following day. We were eventually allowed onto the plane but would not have made it if it had not been for a fellow passenger who seemed to know how to get around the queues in this situation. I thought that these problems were only found on the well known cut price airlines!,-0.2079,Negative
1387,Not Verified,"My husband and I booked our honeymoon to Italy through American Airlines which unknowingly routed us to their partner airlines, British Airways. We ran immediately into trouble when we received an email notice that our flights have been changed and we now had a 40 minute layover at London Heathrow and we would not arrive in Rome in the AM as planned. We decided to give it a shot regardless. We arrived at BWI and discovered we were not on an AA flight and had packed more bags than BA would allow. (We had three checked bags instead of 2 and British Airways only allows one checked bag or you pay close to $100 for additional). Luckily the gentlemen at the counter checked the bag at no charge. I can't say the same for the rest of our trip. We found that the flight was full and they had not placed our seats together for a 6.5 hr flight and we had 2 middle seats. The neighbors on our flight refused to swap seats, originally then after some pity complaining a lovely woman swapped. We arrived into London around 9am. late of course, and after running to the next terminal in an attempt to make our connection, we missed our flight and were unable to make it through security. The BA representative told us the next flight was full and we would have to wait until 5pm. We again explained that we were on our honeymoon and had afternoon ticket reservations in Rome. The BA representative was then able to find two seats on a 12pm flight - so we missed our ticket reservations but were able to get into Rome for dinner. Upon our return flights, we attempted three times to reserve seats online via British Airways app and web (learning from before) and the website kept giving us an error screen even though the charge was pending on my PayPal account. We eventually had to make an international call and pay $174 to ensure we were able to sit next to each other on the 8 hr flight home, though we could not select seats for our connecting flight to London. Once we arrived at Rome to check - we got hit with the $100 additional baggage fee (we we tried to explain, the representative refused to comp the bag). Upon arriving at the gate my ticket was pinged for having an extra bag that was not paid for. Luckily, we had the receipt from paying 2 hrs earlier. Otherwise I imagine we would've had to shell out $100 again. We are crossing our fingers for a safe trip home, as we are again delayed on our flight from Rome to London. If you fly British Airways prepare to be nickled and dimed at every part of your journey.",0.6956,Positive
1624,Unverified,"Rome to Heathrow. Having used BA Business / Club for some time we always felt it was the little extra treat to add to our holiday. It's been a deteriorating service recently but the last trip to and from Rome was the decider. The cabin was filthy with litter and crumbs from the previous flight on and around the seats. No nuts or nibbles and the drinks were dispensed from open bottles, the miniature wine bottles apparently dispensed with now. There was a choice of meals but you weren't told unless you asked. The meal service no sooner served than it was being cleared away. Altogether we felt that we were an inconvenience to the smooth running of the airline. The advantages of booking club have gone, the lounges being dreadful with little choice of snacks, the priority labels mean you bags come off last, and you only get priority boarding if you scramble past the queue. Add to this that on occasion the boarding pass will fail at security. It should not be allowed to carry our national flag.",-0.8977,Negative
1648,Unverified,"London to Reykjavik. I can't really review this flight as British Airways decided to cancel my return flight and then my outbound and suggested I reduce a 4 day family holiday to 2 days. Ruined Xmas. I can review the total lack of customer service, the contempt for customers - all in all, BA are not just the worst airline, but the worst company I have dealt with. My rating has to be the lowest given the total service failures of BA.",-0.6769,Negative
1653,Unverified,"London to Hong Kong. The Avios system is now a complete joke. They are impossible to spend. They release a minuscule number of flights and won't allow you to upgrade using them even when there is availability - they've just quoted me nearly £2,000 to upgrade a flight this evening so I know there's availability - but they won't let me use Avios. Their concept of customer service is shocking and smacks of an ex nationalised carrier. More modern airlines with easy to use air miles booking systems like Emirates deserve to be successful over this relic of an airline.",0.8798,Positive
1678,Unverified,"I have always given fair reviews to any airline. With BA and being a Gold (Emerald) member I have lost my patience. I have tried now for a week to book flights online and via their call centre to book and upgrade. Whilst the site shows availability it then croaks to a halt with an error, it has been 7 days of this. I have contacted BA through their twitter account to be told to call their Bahrain call centre, which of course does not work but have been told to call the Indian centre. 4 times I have called at my own expense to get people with poor English, have no idea how to manage the upgrade, quote outrageous prices 4 times the web price. Social media twitter just go through the motions rather than having some one take control. It has got to the point like so many other reviews I will use the avios and move to Qatar who appreciate their loyal customers.  My advice the ground as well at the air service is now budget.",0.2023,Positive
1743,Unverified,"London Heathrow to Munich return. It used to be an enjoyable experience flying BA. Sadly all the cutbacks are kicking in now, and travelling BA just feels like a bit of a chore. The loss of the free bar/food service on European flights is a real step down. Even worse is the cynical way in which it happened: downgrading the food offering so much that it seemed like an 'improvement' to offer paid-for M&S food on board. Oh, and how replacing my free drink with the same drink, only now I have to pay, is an 'improvement' in service is beyond me. Not even a free tea or bottle of water? (I asked for tap water on a flight earlier this year to avoid paying, only to find it tasted of chlorine - wouldn't recommend you do the same). The 'card-only' payment system is chaos as well, it takes forever for the trolley to get from one end of the plane to the other. Next on the list is the outrageous prices that BA charge to select a seat in advance. Not wishing to pay this, by the time I checked in for this flight (the maximum 24 hours in advance) there were only 5 or 6 seats on the whole plane I could choose from. I took the sole window seat available right at the back of the plane, which is far from my first choice of seat. Other carriers let you select seats at check-in for free, and EasyJet charge about half of what BA charge to select the equivalent seats in advance (and if you pick one of the 'preferred' seats with EasyJet, you also get priority check-in and boarding for your money - not so with BA). Check-in at T5 was also a hassle on this occasion as the first check-in machine wouldn't work at all, and the second printed a boarding pass but wouldn't let me print a bag tag. So I couldn't use the bag drop counters after all and had to queue up at the check-in desks, wasting time. There was a minor delay due to fog, but that wasn't BA's fault and didn't have a hige impact. Flight itself was pretty smooth and cabin crew were good. On the way back, our business meeting finished early so we tried to take advantage of the one remaining real 'pro' to flying BA in Europe with standard economy fares - the ability to switch between flights for free on-the-day. Could we? No, the earlier flight was full. Rather than sit in Munich airport all afternoon, we rebooked on Lufthansa instead. In summary, if flying BA on European routes these days, be aware that BA is now a no-frills carrier. Lower your expectations to this level, and you'll probably have a pleasant flight.",0.9179,Positive
1763,Unverified,"Flew British Airways from London Heathrow to Innsbruck. Overall just about ok for value for money. Its a route where the price difference between economy and club is often no more than a £100 which is just as well because: Outbound, slow check-in, overcrowded lounge in desperate need of refurbishment (particularly the horrible toilets). No priority boarding, all bussed like sardines on the long journey to T3 where the plane was sat. On board, flight early, nice breakfast, good CC. Return, no lounge, no voucher to compensate for no lounge, no priority security, no priority boarding. CC again good on board and an ok lunch. Seats same in business as they are in economy. Business ticket meant skis carried 'free' - which would have cost £70 or so in economy.",0.296,Positive
1764,Unverified,"London Heathrow to Dublin. Booked Business Class expecting extra legroom but seats are the same as in economy. I was and still am disgusted, what a rip off! How do they get away with it? Answer, people like me pay excessive air fares to fly with them, well not any more, disgraceful, they should be ashamed.",-0.6948,Negative
1766,Unverified,"London to Barbados. Having used Avios points when making the reservation we were very disappointed about the high charge to reserve seats in advance. The crew were very pleasant and the aircraft was reasonably clean but there was choice of main meal available. British Airways policy of offering a ""fun size"" Mars bar instead of a second meal is unacceptable. In our opinion the airline are offering a ""budget experience"" at a premium price and we will not be making any further bookings with them.",0.34,Positive
