,review,Sentiment_Score,Sentiment_Label
3277,NBO-LHR Club world and LHR-BOS in economy: generally a pleasant and comfortable experience. I have difficulty reconciling our positive experiences with the negative comments about flight attendants in other posts here. As we boarded in Nairobi the purser welcomed us by name and said how pleased they were to have us back again on BA. Before take-off from London a flight attendant offered the third person in our row a different seat leaving my wife and me with a vacant seat between us. In all cases attendants were helpful cheerful and efficient. Obviously in Club World staff have more time to spend with passengers. With the exception of the late night dinner out of Nairobi we were impressed with the meal selection and quality. Flights were on time; checked baggage arrived in good condition. Agree that having to pay to reserve seats (if you are not of sufficient One World status) is disappointing. Generally we remain very pleased with British Air certainly the best One World option to Europe and beyond from Boston.,0.9847,Positive
3015,NCL-LHR return. Great alternative to rail travel which is sometimes more expensive. Check-in was a breeze on both sides. New comfortable A320 cabin old ones were really aged. A choice of snack and drink were served with options for alcohol. Delay arriving into Heathrow as usual the airport is really over capacity and limiting BA as an airline. Annoyed that you are no longer able to choose your seat on hand-baggage only fares!,0.3802,Positive
3393,NCL-LHR-LAX / LAS-LHR-NCL. NCL-LHR A320. Comfortable enough for only a 1hr flight. Crew did a great job serving a full flight in such a short space of time. Overhead bins were full and was a bit tricky finding space. Some passengers had put very small bags overhead and not under seats and refused to take them down it did seem people have more carry-on than allowed. Took off on time and arrived early but this meant no stand available for 15mins. LHR-LAX on A380. Paid to get two economy seats on the upper deck together and was worth the money as no stranger next to us no moving for loo breaks etc. Aircraft excellent IFE great (games were good moving maps etc also great) crew superb food was nice (first meal very good!) and the ice lollies were a great touch but did think an extra drinks service would have been good. We were close to a galley so easy enough to go and ask for drinks which we did two/three times. Seat was good but equal space to the earlier A320. Extra bin beside seat was useful. The arm rest doesn't go all the way up which was a bit of a pain. Take off delayed by a fault on the airbridge but arrived on time - takes a while to get off due to number of people. LAS-LHR on a B747. Older aircraft and compared to the brand new A380 it showed Again paid to get two seats together which was worth it. Seat ok but not as comfortable as previous flights food was ok IFE was ok but my PTV was off centre so had to watch sideways. Overall just an ok flight. Crew were friendly and didn't hide away all night which normally happens on late flights with other carriers. My only problem was the arm rest didn't go up and when the seat in front of me reclined I couldn't get out. LHR-NCL on a A319. Super quick flight not 100% full but crew again worked quickly to get everyone drinks and snacks. Arrived 15min early but took a while for bags to come off at NCL.,0.9952,Positive
3154,NCL-LHR-NCL. First flight to LHR was great with an informative Captain and friendly efficient staff on a refurbished A320. Cabin is really smart. Arrived into LHR early which is a pleasant change despite the enforced 'stacking' that happens to flights landing at Heathrow. Return flight was great too due to the Captain and crew great service on a full flight however the A319 cabin was the old type and boy did it show! Overall a good experience with BA.,0.9814,Positive
2678,"Nairobi to London with British Airways. The service was good, except that they gave given up on collecting jackets. Seat is getting tired - bits coming off. Disgraceful level of cleanliness - between the seat and the side of the cabin was a very old accumulation of fluff, mouldy peanuts, crumbs, an old sandwich wrapper and a mini mars bar (very old). Felt sick. Given this was highlighted in the press recently - it must be that British Airways really does not care.",-0.7345,Negative
2122,"Naples to London Gatwick. The aircraft was fairly new (which made a nice change compared to the many ancient long haul planes we've flown on with BA). We'll ignore all the reasons for the flight being slightly delayed and go straight to our complaint: having left our hotel too early for breakfast we decided to wait for the food usually served on the plane. As we didn't land until 1pm we assumed there would be some lunch offered. We were offered a soft drink and the choice of a bag of crisps or a bag of nuts! We complained and were told that this was the policy on certain flights since the beginning of August. What a disgrace. We regularly fly BA and are silver card holders, however, we've decided to fly our next two long haul flights with Emirates. The BA planes we've flown on lately on long haul flights have been dated and not very clean, and the standard of the food in business class has gradually declined in quality. What other airline expects you to climb over a strangers legs or to have a stranger climb over your legs to gain access to the aisle? You can't keep waking people up and have no alternative but to ungracefully climb out! The older I get, the harder this is becoming.",-0.6218,Negative
2649,"Never again with British Airways. Could not book seats, arrived into Rome (connecting flight) to be told there was no lounge facilities (no advanced notice, was not offered apology or use of other lounge or even a voucher). The flight and onboard service disappointing, business class seats are the same as economy apart from a tray secured to the middle seat which made getting in and out near imposable. Food laughable (3 finger sandwiches). No inflight entertainment. In sum, I will never fly British Airways again.",-0.0124,Negative
2183,"New York JFK - London Heathrow, BA174, Club World seat 62K. If you are travelling Club World with BA, the upper deck on the 747 is the best option for that ""private jet feel"". Seat 62K is a great seat with window lockers, more space and no one climbing over you. The food was very good and the entertainment system was the new Panasonic version with plenty of choice and improve sound and picture quality. I managed a couple of hours sleep as it was a relatively short flight.",0.9406,Positive
2051,"New York JFK to London Heathrow with British Airways. Please bear in mind that this complaint concerns a business class ticket. Customer service is non existant. I could not choose seat on line. Called for help and was told it was not possible for them to do it over the phone. Suggested I use another browser. I called a friend who could try using her pc and another browser. Same story. Unable to choose seat. Called airline again and was told that it could only be done by airport staff. After pressing them for the number and being assured I was being given the contact info for BA at JFK, I called only to discover I had been given the general phone number for JFK. Absurd. I hadn't used this airline in years and never will again. It's a shame. They used to be such a class act.",0.6908,Positive
2532,"New York to London with British Airways, and disappointed by the lack of care provided by the cabin crew. Passenger boarded with two overweight and oversize cabin cases that crew struggle to place in the overhead storage bins. Coats and bags were tossed out to make room, owners told to stuff them under their seat. We therefore spent the 6-7 hours with coats and bags wedged between us making it very difficult to sleep or use the seat tables. Upon landing there were no crew on hand to help the customer to get their cases down or to offer any sort of apology for the inconvenience caused. British Airways seem to be adopting Ryanair's approach to customer service. Why not also check bags at the gate.",-0.7708,Negative
2598,"Newark to Heathrow with British Airways. Very disappointed that I paid so much money for Premium Economy, and yet so little extra above economy class. Was in row 10 on both the outgoing and incoming (night) flights. Seats were not comfortable in that they were less roomy. I understand that because of the row, both the table and screen were in the arm rests, but by the time I had used a cardigan and the blanket to pad out the arm rests (very hard on the elbows) I felt very cramped. My immediate neighbour kept messing with his seat and was eventually moved as he said it would not recline. Later I tried mine (no one behind me) and, the same, it would not recline. Breakfast was a wholemeal croissant just out of the fridge - yuk. The British Airways check in staff at Newark are so surly and miserable. Whoever made the tanoy annoucements for boarding had an accent so that I could not distinguish what she was saying. On my outgoing trip and arrival at USA customs queue I realised that I did not have the customs entry form. Seems I should have been given one to complete by the BA check-in person. I had asked the flight attendants if there were any forms to be completed and they said they would check and get back to me. Never saw them again. Am definitely going back to Virgin Atlantic where Premium Economy seats are really roomy and comfortable and the staff friendly - even the ones at Newark.",-0.1645,Negative
2214,Newcastle to Las Vegas via London Heathrow. Heathrow to Las Vegas there were 3 groups of men who were extremely loud and unruly - it was particularly challenging for the attendants. In my opinion they handled a difficult situation professionally. They were totally run ragged. These passengers were a total disgrace but well done to the BA staff - they did really well.,0.4398,Positive
2721,"Nice and professional British Airways crew. The seat is comfortable and two usb ports and the in-seat power outlets are nice. Food was ok. In-flight entertainment system far away from Cathay. But the 3D map was cool. Overall a pleasant experience, and worth the money.",0.9451,Positive
2586,"Nice to Las Vegas via Heathrow. Overall British Airways premium economy is a good product, seat is great day seat but not really good to sleep in. Food was average, not sure why they insist on beef and then overcook. Service on the way was terrific, on the way back was average - the stewardess was bitter and not happy. Entertaiment needs to be updated. A separate cabin and bathroom is a plus, and the fact that you are behind first class cabin means you get off right away. All in all a good experience, but with some things that need to be fine tuned.",0.8523,Positive
2776,No problems on this short flight. Left and arrived on time. Drink and snack served.,-0.5994,Negative
2579,"Not impressed with British Airways at all. We flew back from Denver after visiting family. We flew out with Lufthansa as they were the cheapest as we usualy fly to the Middle/Far east with them and know the standards and quality they have to offer. Our return Lufthansa flight home was cancelled due to flight attendant strikes at Lufthansa. We were booked straight on to the BA flight back to London which left only an hour later. Initially we were excited to fly with British Airways as it would've been our first time flying with them and also they fly a B747-400 from Denver to Europe. I am aware that the Boeing 747-400 isn't the newest aircraft, however Lufthansa had re-done the interior with new seats and side panels so very up to date inside. With British Airways the whole interior was very old and dirty, the seats hadn't been changed and the TV's in the back of the seats were such poor quality it was embarrassing. The food was of a poor standard - chicken meal I had was horrendous and even the flight attendant didnt know what she was serving. When asked what chicken dish it was, she replied ""some sort of curry thing"" when it was actually Chicken Teryaki. The air hostess was rude, the breakfast snack which was served before landing was also not very good, and cereal bar was rock hard. British Airways were double the price of Lufthansa when we initially booked, however I would never choose to fly with the again out of my own choice. Their Boeing 747's are dated which is a massive shame. Stick to an airline you know well, Lufthansa are the best European airline all round that I have used, and Emirates was the best internationally. I hope this review was helpful - obviously I am aware some customers would have had a better experience than me on newer planes with different food and air hostesses, however be aware when booking with British Airways as they are very over rated and not good value for money.",-0.9042,Negative
2777,Not impressed. The cabin crew lacked energy and enthusiasm. Poor service. There was also rubbish left in the pocket of the seat in front of me when I boarded the plane. There were food crumbs on the table when I unclipped it and the magazines looked well used. I expected more from British Airways. I won't be flying with them again.,0.1144,Positive
2768,"Not sure who invented these seats but they are awful. Difficult to get in and out if you are inside. Has not flown British Airways for a number of years but they have not improved in this time, food still very mediocre and service the same. You even had to pay in advance to select a seat, which we did. However, when we checked in, we were told sorry crew using the seats you paid for! Still waiting for my refund. Inflight entertainment is rubbish - movies well past their sell by date. Back to Emirates for us.",-0.7652,Negative
3603,OSL-LHR June 8th. Two days after arriving I departed still less my check-in bag from June 6th. Flight delayed this is more often than not on most BA flights I have been on. Food offered in economy same Chicken Tikka sandwich or bean salad as seen on last 3 flights in a week on different routes. I would rather have the option to buy something I might want to eat. Cabin crew Brilliant nearly always are but its not just about the crew service but it's the only reason they have any customers.,0.2732,Positive
3347,OSL-LHR in Business. BA has over the last few years put less priority on Oslo and SAS today has a better offering. BA is the only flag carrier in Oslo that does not offer fast track security. The Menzies ground staff are doing their best but does not have any authority to help when things go wrong. Particularly the evening flights are very often delayed due to late incoming aircraft from LHR and I have several times been an hour or more delayed and lost intercontinental flights as a result. The de-icing procedure is also much slower than on SAS. The lounge in Oslo is nice but not magnificent. BA has better service in business class than SAS with better food and free middle seat. You do however pay much more than for SAS Plus. The crew was friendly and did their best on my last flight but seemed badly trained forgot to serve bread with the meal and spent a lot of time chatting in the galley. One sometimes miss the old well trained BA staff. SAS also very often offer internet access on the London flights which is a plus.,0.9345,Positive
3345,October 16th Ibiza to London Heathrow. Well a great service as usual and we actually arrived on time for once 5 minutes ahead of schedule that is a miracle for London Heathrow! The only thing about British Airways is that they only do one drinks service I am sure two is far more appreciative as I know other scheduled airline services do more than one on a 2hr flight. Tea/Coffee only gets offered a poor once. But great flight all in all!,0.9298,Positive
3478,On 28th July flew from Edinburgh to Gatwick. Flight was delayed 3 hours as it had been hit by lightening on the flight this we accepted but what happened afterwards means I will never use them again. 1) Information or details of what was happening had to bedraggled out of them. 2) At no time was any refreshment offered. 3) The flight was further delayed to allow people to transfer back onto this flight when they choose to be transferred to a later flight rather than wait to see what was happening this lead to a further delay of 1 hour. 4) No breakfast or snack was served for health and safety reasons. 5) Although they stated we would be well hydrated during the flight only one drink service was provided this consisted of 4 fluid oz cup of water between 7.00am and 2.30pm. 6) They then proceeded to leave our luggage at Edinburgh while we travelled to Gatwick. 7) After giving us the run around for an hour and a half they then decided to tell us they could not track our bags. 8) It then took them two days to locate them and send them from Edinburgh to Gatwick. Would I use again or recommend - never in a month of Sundays.,0.8316,Positive
3121,On a recent flight from Johannesburg to London I was shocked to find such cramped seating conditions in the World Traveller economy class section. Having not been able to secure an aisle seat (which would have made minimal difference anyway) I was allocated a middle seat of 3. Like many other men (and some women) I am over 6 ft. with long legs so the acute discomfort I experienced was manifest from the start of the flight to the end about 10 hours. It was difficult to stretch my legs and at times I had to stand in my seat to alleviate leg cramp. It also caused me considerable back pain. I did offer to swap seats with a lady in the adjacent aisle seat but she was unwilling to do so that was her prerogative. So it became necessary to disturb her on a number of occasions to take a walk along the aisles in order to alleviate leg cramps. The cabin staff were co-operative in allowing me to use one of their seats in order to stretch my legs but had to return to mine during a period of turbulence. Reading very similar reviews it does make me wonder if British Airways will bother take any notice or continue to treat their passengers (customers) in this appalling fashion. About 10 years ago I experienced an appalling flight from Buenos Aires to London via British Airways (albeit for different reasons) and swore I would never use them again. But I felt I would give them one more chance. What a mistake. The world's favourite airline - don't make me laugh.,-0.9598,Negative
3661,On a recent vacation from Sacramento to Paris some friends and I had a terrible experience with another airline and had some trepidation about our return flight from Paris to Sacramento. We did however choose British Airways for the return flight and none of us had flown with them before. I am happy to report that the experience was totally different. Our flight was delayed by an hour which did effect our layover and did rush us to our next flight but we had a cushion of 2 hours layover so we were ok. On the flight the seats were more comfortable more leg room less noisy better entertainment due to screens on seats in front of you and the access to the bathroom was much easier to navigate. We also had seats relatively together which the other airline refused to offer us even though we had made the reservation months in advance. Their screen was so far ahead I couldn't see it and it offered only one choice. The staff was very kind to hydrate us frequently and gave us plenty to eat and it was all very palatable. I will definitely recommend British Airways for International flights to my friends.,0.99,Positive
2177,"On our recent British Airways flight from Mauritius to London, we decided to pay for an upgrade. Only to find when we got on the plane that the seats given to us were not functional. We had no entertainment on the 12 hour flight, no power to the seat so could not even read. British Airways are not willing to offer us a refund on the upgrade, as they advise their responsibility is to get us from A to B. The entertainment system are all additional and not part of the ticket price. Even though looking at their website they state ""personal entertainment system with noise-reducing headphones"" as one of the selling points for upgrading or flying premier economy. The fact that we did not even get to watch the security video is not a concern to BA. As someone who flies BA a lot, they have just lost a customer and do not care. I would avoid flying BA now. Terrible service.",-0.0361,Negative
3273,On past experience I chose BA for our long haul return flight to South America from the UK. Not until I got to the payment stage did I realise that of the 4 flights only one short flight to Madrid was actually on a BA plane. The others were with Iberia Airways. I understand that flight operators have to partner with other agencies but you would expect then that they would adhere to standards expected of the original operator. Standards were very poor. No inflight entertainment on a 12 and 13 hour flight. Poor food and on the last leg of the journey we were even expected to pay for our food. What is this a budget airline at full blown prices? Again on this last leg the toilets weren't flushing! So at oyr destination they were almost full. My advice would be check who you're actually flying with.,-0.8019,Negative
2753,"On the upper deck on BA 282 (Aug 31st), although the equipment is relatively new, once you are in those hideous seats, you wouldn't be aware of what aircraft you are on. Squeezing as many ying yang seats onto an aircraft does not constitute a premium cabin experience. British Airways missed a great opportunity to enhance their club world product, but while other carriers improved their cabins, BA seem content in leading the race to the bottom. The crew on this flight looked as though they did mot wish to be on duty and one in particular was really obnoxious to a child. The child's parents were certainly mare tolerant than I would have been. Crew turned a blind eye to two passengers who decided to retain their luggage from the overhead lockers while the aircraft was still climbing and the seat belt signs were still illuminated. Once the food was served, crew were nowhere to be seen until breakfast was served. Due to the awful food served on this route on a previous trip, I ate before boarding so cannot comment what the offerings were on this sector. The 'Club Kitchen' is a complete waste of time. I did attempt to have a snack from the club kitchen during the overnight flight (after negotiating the outstretched legs of a sleeping passenger) but the unlabeled sandwiches were chilled out of their existence and were inedible. British Airways really need to up their game in respect of offering a premium cabin service.",0.5804,Positive
2890,"On this occasion my partner and I experienced a 3.5 hour delay with BA. There was no communication at the airport, nothing until we got onto the plane where the captain told us delays were due to a bag that had not been checked in correctly at Heathrow. Because of the delay when the plane finally arrived it had no water on board and was not permitted to fill up at our destination. This meant disgusting toilets because of no flush and no warm drinks on board. We were sat on the runway for an hour because the engines would not start. We had no aircon for 40 mins. When we finally got back to Heathrow the captain told us that he was sorry for the issues.",-0.9371,Negative
2882,"Once British Airways review their seating facilities, I will use the airline again. The seats are so cramped and when the passenger in front decided to recline his seat that was it, no matter how much I asked him to recline back, he would not do it. Only when the food arrived did he move his seat - and to add insult to injury the food tasted vile, and ended up eating the bread roll only. I will use BA now as a last option.",-0.9062,Negative
3667,Once again a good flight from LHR to Warsaw in an A320. Cabin crew were very efficient and friendly on both outbound and inbound flights. I was tempted to upgrade for £72 when I booked the flights but decided not to due to the good catering service on the flight and the shortish journey. The wraps have been replaced by a flat bread sandwich which is much better! Looking forward to my next flight!,0.9255,Positive
2900,"Once boarded there was a technical fault with air conditioning and the cabin got very hot. The cabin crew did offer cold water to keep all passengers cool, and delay was only around 20 minutes. Once airborne, drinks and snacks were served. Seating on A319 was comfortable for a short flight. At GLA Airport the parking stands  are so far away from the main terminal and pick up points, and changes to the airport in the past couple of years have increased the walking distance. This is annoying if you only have hand luggage and want a quick getaway, especially on a late night arrival. One sees Easyjet and Ryanair passengers passing through the arrivals process much quicker.",0.8286,Positive
2378,"One feature of British Airways these days, is that its product can be so variable. On this basis, I had low expectations of a recent flight from Heathrow to Athens. The plane was an old 767 and being phased out. However the crew were professional and attentive, food was good, plenty of drink available and the inflight entertainment comprised the latest Star Wars movie. Given the very low price I paid for the ticket - no complaints. My worry is the accountants that run the airline and always chipping away at the soft product.",-0.836,Negative
2100,"One way, London Heathrow to Amsterdam with British Airways. Flight itself was good. Food tasty and staff friendly. This is a short flight and the flight attendants have a lot to do in a little amount of time, so they can be forgiven for being seemingly hasty. The only complaint is the incredibly crowded lounge. Lockers in the lounge would be a great improvement, especially for solo travelers.",0.9274,Positive
2654,"Originally booked with Easyjet, Manchester to Moscow and they cancelled my return flight without offering re-routing. Then re-booked with Brussels Airline and they had problems at Brussels with runway repairs but to their credit rebooked me with BA. Finally got my flight sorted with British Airways, comfortable, good food, great choice of films. They lost half a point because I went to the BA information desk at Moscow Airport and asked 'Do you speak English?' to a lady in BA uniform confidently expecting the answer ""of course"". I got a shake of the head and a finger pointed towards a colleague already engaged with another customer.",0.967,Positive
3422,Orlando Florida (MCO) - London Gatwick (LGW). Wed Aug 27 return Sun Sep 7. We paid over 150 dollars more for our seats and didn't even get a choice of what we wanted for our meal. In addition the inflight entertainment didn't work on our return trip.,0.4215,Positive
2660,"Our British Airways flight from Helsinki to London had issues with it's brakes so the departure was delaytd. Original departure time was at 17.15, there were next info at 18.30, 19.00, 19.30 and 20.45. The captain gave us an announcement of situation at the gate around at 19.00. Meal vouchers were give at 20.00 for those who were still at the gate. Then after 21.00 an announcement to get luggage and hotel vouchers from the arrival hall. Next information will be given next morning at 09.00, which later was postponed until 14.30. Requests of rebookings were refused as the flight were not cancelled. They just said come to the airport early enough. British Airways failed to provide information about EU passanger's rights as it had to be requested separately. Lot of fellow passsengers were not aware of their rights. Next afternoon local grond handling company only had regular number of check-in desks open even there were two flights cheking-in at the same time. So only three desks open and they were not able to start checking us in but requesting us to step aside for the same day flight passengers. Great as we had only been waiting around 22hrs for our flights. Finally our flight got new departure time which was at 17.30, later to changed 18.00. At the gate departure time came and went and no announcement were made. Departure time were postponed until 18.30 with no announcement of reason for new delay. When requesting some futher information it was said it's the same reason as yesterday but we had been given a written statement saying this aircraft had been fixed. At 18.30 still no announcement and passengers get anxious about mimimal information given by aviator. Then 20 min later British Airways cancels this flight. Now rebookings promised by next morning or then have to contact British Airways directly. Another hotel night at the airport hotel and we already knew how the procedure goes. Next day rebooked for Finnair flight to London and arriving London 45 hrs late and reaching the final destination about 46hrs late. The only positive aspect was cockpit and cabin crew effort to provide some information at the gate area at the beginning of whole ordeal.",-0.0976,Negative
2704,"Our British Airways flight to MIA departed on time and was full. We were seated in the middle front row, which has extra legroom and the IFE screens and traytables are stored in the seats. The first thing that caught our attention was the state of the cabin, and the interior looked old and worn. The same goes for the IFE and seats. Although the seats were comfortable by form and shape, they were worn and a bit hard to sit on. I had trouble with my IFE the whole flight as it froze and continuously reset itself while  trying to watch a movie. That was very annoying, but the cabin crew reset the system a couple of times and weren't annoyed by my questions about the problem. The cabin crew service was excellent, as was food.",0.0549,Positive
2546,Our first flight in an A380 and not disappointed. The aircraft still seemed new and a bit if a culture shock after so many years travelling in rather well used BA 777s and 747s. The first class cabin was spacious with large and very private seating. The aircraft is also very quiet. Service from the staff was attentive and friendly.,0.6433,Positive
2399,"Our first time flying to Dominican Republic and found the best deal with British Airways and the benefit was it is a direct flight from Gatwick to Punta Cana. On the outbound flight, the plane was half empty, so it was nice and spacious. The BA Boeing 777 is an outdated plane which has been used in their fleet for many years and has not had a refurb I would say in about 10+ years - I suppose this is why the flight was so cheap. The staff on board were friendly and efficient. The seat pitch is large so I could sit for 9+ hours comfortably, the seats despite the plane being old, were comfortable and not showing signs of wear. The entertainment system is what shows the age of the plane, one of the smallest screens in the industry. They are very small, and the anti-glare screen is hard to see from you need to keep adjusting the brightness of the screen throughout the movie. The range of movies was good. Food was ok nothing special and not really a choice.",0.9807,Positive
2019,Our flight from London to Boston was okay. Disappointed to only be able to sit in middle of row of 10. Annoying to have to pay extra to have a window seat. Also catering on board is disappointing with only one meal plus a biscuit but crew were friendly and helpful. The return flight was different. Staff not particularly helpful. Person in front reclined seat fully and I wasn't able to fit food tray in. Crew member said I was causing problems for the man in front when I requested he put his seat up to eat. Also armrests did not lift up leaving less than 6 inches between seat in front and armrest meaning I was literally trapped in my seat for 6 hours. Not comfortable and unsafe in an emergency. We had one drinks trolley followed by a meal around an hour later. Staff then disappeared and only water or juice available for rest of flight. Will not use BA again. Delta and Virgin flights offer much better service.,-0.8083,Negative
2974,Our flight on economy long distance from the Austin to Heathrow was the most uncomfortable we've had on any carrier and we have travelled extensively. The seats were so close together with hardly any leg room or arm movement that not only was it difficult to eat the food which was dreadful but very difficult to get in and out of without damaging or twisting a knee or back. We had extreme exhaustion on landing from discomfort and lack of sleep. The evening meal we were served was inedible. The pasta had been hanging around for some time by the appearance. It was dry and congealing in what was once tomato sauce. The foil container was bent and the foil cover crumpled which proves it had been handled and heated up frequently. As for the breakfast in a box it was so bad I cannot comment. We've had better food and seating on low budget airlines and as well as on Myanmar Airlines! We want to support our national airline but definitely not on BA economy. It seems all the attention and care is given to first and business class. A huge disappointment.,-0.7631,Negative
2893,"Our night flight was delayed by nearly an hour; not the fault of the airline but a contributory factor to our disappointment with BA on this flight (17th June 2015). We paid extra for our Premium Economy tickets, then extra again to reserve seats, and past experience with BA and with equivalent seats/service on Virgin Atlantic had led us to expect value for money and some small rewards for the extra costs. Not this flight, however, where the only real benefit appeared to be a small amount of extra legroom. We were last to board after First, Business and Economy. Where customers in Premium Economy used to be greeted with the choice of a glass of fizz or orange juice, now it is water or juice. Once we had taken off, drinks were served; fine, but when the steward came to collect the empty glass/bottle, he knocked the glass onto the floor, where it broke - the staff were all rushed and seemed to be short on numbers perhaps? I was made to feel that the breakage was my fault! Dinner did not arrive until after 11pm, by which time I had rather lost interest, as had my partner. So far, our extra costs had bought us extra leg room and one glass of wine (I was not offered a second, possibly because of my crime of causing the steward to break a glass). Overnight, by contrast to other night flights, the lights were never fully dimmed; there were no offers of water/orange juice to prevent dehydration. The promised (on the menu card) morning 'light snack' and coffee/tea/fruit juice was a hastily delivered piece of dried-up cake and a weak coffee - no mention of fruit juice. I couldn't really see what my extra costs were getting me that those in Economy had for less - the extra leg room was rather negated by the passenger in front's fully reclined seat. I will not, if at all possible, be travelling with BA again. It left a rather sour taste at the end of our holiday.",0.4419,Positive
2794,"Our return flight from Barbados to England was delayed by 25 hours. The experience at the airport was dreadful - initially told that we would be updated every 15 minutes (that was the only update!) stuck airside with no food (all food outlets and shops shut), a free for all when some bottles of water arrived. Inability of BA ground staff to communicate with immigration (a walk of about 6 feet or a phone call), chaos when trying to give immigration cards back to hot, tired, thirsty and hungry passengers. The positive in all this was being put up in a hotel. Again - lack of communication. I was never contacted directly - people in the group were updated by BA on twitter. great if you have internet/twitter.  Despite putting in a claim from BA for flight delay I have not yet had a response from a human being. Not sure re star ratings - this site does not appear to let me put a Zero star rating.",-0.8794,Negative
3138,Out from LHR to JNB on 14th Jan flight BA55 check in poor as we were e-tickets had nothing but passports and destination never had a problem before but was more like a quiz at a pub. Also advised that we would have to pick up our luggage at JNB and check in again at JNB for MUB so we wasted time looking for luggage which was being transferred. We have never liked the premium economy seats on BA but connections in JNB made it necessary to travel BA. Seats have plenty of knee room and general space is good but are far to hard after a couple of hours my backside begins to suffer. Crew were good. As far as airline food goes it was reasonable. Return on BA56 on 29th Jan same problems on seats also toilet nearest to our seats was out of order and without treading on people you have to walk to the end of the aircraft for an alternative also when sitting in premium economy it is not possible to see toilet lights as all are behind you. When possible will always try to use Virgin Atlantic.,-0.6585,Negative
3593,Outbound BA 175 12/5/14. Return BA 286 1/6/14. Recently travelled economy on long haul to NYC and returned from San Francisco having previously done long haul with Virgin. BA knocks Virgin into a cocked hat. Love BA. Keep flying the flag!,0.6696,Positive
2435,"Outbound British Airways flight from London to Rio de Janeiro demonstrated the difference a decent crew can make to a flight. The staff in Club World were all male and mature, and delivered an excellent service. British Airways seating arrangement in Club World is looking increasingly outdated, but a less than half full cabin meant that one was less bothered by one's neighbours. Food was reasonable, although it was surprising how quickly menu options ran out. IFE had a good selection of films, but the resolution of the screens is poor. No queues at border control and priority baggage handling meant that we were in our taxi within 20 minutes of leaving the plane.",0.0745,Positive
2852,"Outbound flight to Athens was on time, but return flight delayed by almost 2 hours. Due to an equipment change the return was on a B767, and I was seated in the premium economy cabin, which was definitely more comfortable, and had the added benefit of AVOD, which is unavailable in the usual A320. I was pleasantly surprised to be served a warm meal on both sectors, which is more than I was expecting on an intra-European flight. Crew were professional, but not particularly helpful or engaging.",0.9643,Positive
2272,"Outbound flight with British Airways from Gatwick to Orlando was good, chose seats at the back of the aircraft and ended up with 9 seats (3 rows) between five of us, so we could stretch out and relax. Food was surprisingly good, served chicken curry with basmati rice for lunch and a chicken caesar salad sandwich for afternoon tea. Plenty of choice of drinks and snacks available throughout the flight in the rear galley. Inbound flight was less good. Took the cabin crew over three hours to do the drinks and dinner service, leaving less than 3 hours to get some sleep prior to breakfast being served. My son's children's meal took nearly two hours to arrive by which time he was starving. Dinner was chicken with dumplings which tasted a lot better than it looked. Breakfast was very poor, a small croissant with jam and a granola bar. The crew seemed stressed and disorganised for the entire flight. The AVOD system is starting to look dated compared with other carriers, there are a limited number of programmes to watch and the audio selection is very small. BA need to look at upgrading this in line with some of the Asian carriers who are miles ahead in this respect. Seats were comfortable and legroom good. Overall I would fly BA again but they could certainly improve some aspects of their service.",0.9378,Positive
2031,"Outward flight Kuwait to London was on a refurbished 747: flight was on time, cabin crew were hard-working, breakfast was a full British, and excellent, in-flight entertainment was AVOD, and with a wide selection of movies and a huge selection of classical tracks. The flight was smooth, and the information from the flight deck kept us up to date on the progress of the flight. The cabin crew even managed to find the last miniature of single-malt scotch for me (good job, guys). Transit through Heathrow was hassle-free, and the flight to Edinburgh was on time, this time on an Airbus 319. Again, the service was on time, the cabin crew efficient, the flight smooth, and the bags came out at Edinburgh with no hassle. The return flight was equally good: prompt departure from Edinburgh, easy transfer at Heathrow, and on-time departure to Kuwait. This time, an un-refurbished 747, with the small seat-back screen, so I did not bother using the entertainment system. The evening meal was the dreaded ""chicken or pasta"" (come on, BA, can't we have a change) but edible and tasty, and the cabin crew were professional and unobtrusive, passing through the cabin regularly with juice and water on this overnight flight. Overall, the flight was up to the usual standards I expect from BA: I was safe, comfortable, adequately fed and watered, and all four journeys were on time and hassle-free, with a professional set of cabin crew and clean, tidy and well-maintained aircraft. Well done, BA.",0.9741,Positive
2989,Outward from Heathrow 8th May BA543 to Bologna. Return 10th May BA545. Flew return LHR to BOL. It is a long time since I have flown with BA and I was reminded just how good they are. I really cannot fault any aspect of the journey from the check in staff to the cabin crew and seat comfort. Every aspect was highly professional. I was impressed with terminal 5 and think it creates an excellent first impression of Britain.,0.9517,Positive
2550,"Outward leg in Premium Economy on British Airways A380. Seats very comfortable, great leg room and much larger entertainment screen. Food acceptable, has improved since last trip. However, Premium Economy section is now so big you lose any exclusive experience that you used to enjoy on older aircraft. Also, what do you have to do to get a window seat.? Even as a Ruby member able to select a seat 7 days in advance I have just found it to be impossible. Who or what do those guys sitting in the window seats know? Return leg on the Boeing 747-400, old but in good condition and very clean. Still no window seat but I do feel that Premium Economy is well worth the extra coin.",0.9581,Positive
